Date,Share Code,Issuer Name,Investor Name,Percentage
27-Feb-2026,AADI,ADARO ANDALAN INDONESIA TBK,ADARO STRATEGIC INVESTMENTS,41.1
27-Feb-2026,AADI,ADARO ANDALAN INDONESIA TBK,ALAMTRI RESOURCES INDONESIA TBK PT,15.37
27-Feb-2026,AADI,ADARO ANDALAN INDONESIA TBK,GARIBALDI THOHIR,5.83
27-Feb-2026,AADI,ADARO ANDALAN INDONESIA TBK,SARATOGA INVESTAMA SEDAYA TBK PT,4.38
27-Feb-2026,AADI,ADARO ANDALAN INDONESIA TBK,EDWIN SOERYADJAYA,3.52
27-Feb-2026,AADI,ADARO ANDALAN INDONESIA TBK,IR T. PERMADI RACHMAT,3.27
27-Feb-2026,AADI,ADARO ANDALAN INDONESIA TBK,SANDIAGA SALAHUDDIN UNO,2.04
27-Feb-2026,AADI,ADARO ANDALAN INDONESIA TBK,PERSADA CAPITAL INVESTAMA,1.54
27-Feb-2026,AADI,ADARO ANDALAN INDONESIA TBK,FTAG INVESTMENT BANK LTD,1.29
27-Feb-2026,AADI,ADARO ANDALAN INDONESIA TBK,PT TRINUGRAHA THOHIR,1.15
27-Feb-2026,AALI,ASTRA AGRO LESTARI TBK,PT ASTRA INTERNATIONAL TBK,79.68
27-Feb-2026,ABBA,MAHAKA MEDIA TBK,PT. BEYOND MEDIA,40.47
27-Feb-2026,ABBA,MAHAKA MEDIA TBK,SOLIC KREASI BARU PT,13.77
27-Feb-2026,ABBA,MAHAKA MEDIA TBK,DRS WINARTO,4.54
27-Feb-2026,ABBA,MAHAKA MEDIA TBK,KAIROS EKSPRES INTERNASIONAL PT,1.33
27-Feb-2026,ABBA,MAHAKA MEDIA TBK,PTGRID ONE MEDIA,1.11
27-Feb-2026,ABBA,MAHAKA MEDIA TBK,TJEN FOENG FA,1.06
27-Feb-2026,ABDA,ASURANSI BINA DANA ARTA TBK,MAYBANK SECURITIES PTE. LTD.,4.91
27-Feb-2026,ABDA,ASURANSI BINA DANA ARTA TBK,DBS BANK LTD.,4.51
27-Feb-2026,ABDA,ASURANSI BINA DANA ARTA TBK,SKYLIGHT INVESTMENT LTD,3.5
27-Feb-2026,ABMM,ABM INVESTAMA TBK,PT TIARA MARGA TRAKINDO,53.56
27-Feb-2026,ABMM,ABM INVESTAMA TBK,VALLE VERDE PTE LTD,25.51
27-Feb-2026,ABMM,ABM INVESTAMA TBK,DRS LO KHENG HONG.,5.62
27-Feb-2026,ABMM,ABM INVESTAMA TBK,NOBLE INVESTMENT CORPORATION (SPC) LTD.,3.5
27-Feb-2026,ACES,ASPIRASI HIDUP INDONESIA TBK,PT KAWAN LAMA SEJAHTERA,60
27-Feb-2026,ACES,ASPIRASI HIDUP INDONESIA TBK,DBS BANK LTD S/A ALBIZIA ASEAN OPPORTUNITIES FUND,2.89
27-Feb-2026,ACES,ASPIRASI HIDUP INDONESIA TBK,GOVERNMENT OF NORWAY,1.38
27-Feb-2026,ACES,ASPIRASI HIDUP INDONESIA TBK,NT TST CO S/A EDGBASTON ASIAN EQUITY (JERSEY) TRUST,1.14
27-Feb-2026,ACRO,SAMCRO HYOSUNG ADILESTARI TBK,TAE SUNG CHUNG,78.4
27-Feb-2026,ACRO,SAMCRO HYOSUNG ADILESTARI TBK,JOO HEE KO,4.48
27-Feb-2026,ACRO,SAMCRO HYOSUNG ADILESTARI TBK,SUMAN KIM,3.79
27-Feb-2026,ACRO,SAMCRO HYOSUNG ADILESTARI TBK,KYUNGHEE KO,3.06
27-Feb-2026,ACST,ACSET INDONUSA TBK,PT. KARYA SUPRA PERKASA,91.17
27-Feb-2026,ADCP,ADHI COMMUTER PROPERTI TBK,ADHI KARYA PERSERO TBK PT.,90
27-Feb-2026,ADES,AKASHA WIRA INTERNATIONAL TBK,WATER PARTNERS BOTTLING SA,91.35
27-Feb-2026,ADES,AKASHA WIRA INTERNATIONAL TBK,DRS SURONO SUBEKTI,1.04
27-Feb-2026,ADHI,ADHI KARYA (PERSERO) TBK,PANIN SEKURITAS TBK PT,2.68
27-Feb-2026,ADHI,ADHI KARYA (PERSERO) TBK,PT. MITRACOMM EKASARANA,1.88
27-Feb-2026,ADHI,ADHI KARYA (PERSERO) TBK,SALIM LIM,1.67
27-Feb-2026,ADHI,ADHI KARYA (PERSERO) TBK,PT WARUNA NUSASENTANA,1.14
27-Feb-2026,ADMF,ADIRA DINAMIKA MULTI FINANCE TBK,BANK DANAMON INDONESIA TBK PT - REGISTRAR,74.5
27-Feb-2026,ADMF,ADIRA DINAMIKA MULTI FINANCE TBK,MUFG BANK LTD,18.92
27-Feb-2026,ADMG,POLYCHEM INDONESIA TBK,GAJAH TUNGGAL TBK. PT.,25.56
27-Feb-2026,ADMG,POLYCHEM INDONESIA TBK,PT SATYA MULIA GEMA GEMILANG,10.42
27-Feb-2026,ADMG,POLYCHEM INDONESIA TBK,SOETIKNO HARTO SOEWITO,2.65
27-Feb-2026,ADMG,POLYCHEM INDONESIA TBK,DRS LO KHENG HONG.,1.29
27-Feb-2026,ADMG,POLYCHEM INDONESIA TBK,NEW WORLD GLOBAL LIMITED,1.03
27-Feb-2026,ADMR,ALAMTRI MINERALS INDONESIA TBK,ALAMTRI RESOURCES INDONESIA TBK PT,85.45
27-Feb-2026,ADMR,ALAMTRI MINERALS INDONESIA TBK,VERANUS CAPITAL PTE. LTD.,1.3
27-Feb-2026,ADMR,ALAMTRI MINERALS INDONESIA TBK,SILVERCITY ENTERPRISE LIMITED,1.07
27-Feb-2026,ADRO,ALAMTRI RESOURCES INDONESIA TBK,ADARO STRATEGIC INVESTMENTS,47.79
27-Feb-2026,ADRO,ALAMTRI RESOURCES INDONESIA TBK,GARIBALDI THOHIR,6.73
27-Feb-2026,ADRO,ALAMTRI RESOURCES INDONESIA TBK,SARATOGA INVESTAMA SEDAYA TBK PT,4
27-Feb-2026,ADRO,ALAMTRI RESOURCES INDONESIA TBK,EDWIN SOERYADJAYA,3.58
27-Feb-2026,ADRO,ALAMTRI RESOURCES INDONESIA TBK,IR T. PERMADI RACHMAT,2.77
27-Feb-2026,ADRO,ALAMTRI RESOURCES INDONESIA TBK,SANDIAGA SALAHUDDIN UNO,2.08
27-Feb-2026,ADRO,ALAMTRI RESOURCES INDONESIA TBK,ALAMTRI RESOURCES INDONESIA TBK PT,2
27-Feb-2026,AEGS,ANUGERAH SPAREPARTS SEJAHTERA TBK,DR J SUWANTA SINARYA,55.23
27-Feb-2026,AEGS,ANUGERAH SPAREPARTS SEJAHTERA TBK,UOB KAY HIAN PRIVATE LIMITED,4.38
27-Feb-2026,AEGS,ANUGERAH SPAREPARTS SEJAHTERA TBK,OEY JOHAN SINATRA SUMAWI,2.52
27-Feb-2026,AEGS,ANUGERAH SPAREPARTS SEJAHTERA TBK,JEIHAN SUMAWI PUTRA,2.48
27-Feb-2026,AEGS,ANUGERAH SPAREPARTS SEJAHTERA TBK,EUW HENDRY ERNANTO,2.36
27-Feb-2026,AEGS,ANUGERAH SPAREPARTS SEJAHTERA TBK,PHILLIP SECURITIES PTE LTD,1.46
27-Feb-2026,AEGS,ANUGERAH SPAREPARTS SEJAHTERA TBK,HASANUDIN,1.39
27-Feb-2026,AGAR,ASIA SEJAHTERA MINA TBK,PT. INDO KREASI PRATAMA,45
27-Feb-2026,AGAR,ASIA SEJAHTERA MINA TBK,PT. SINAR TERANG ASIA RAYA,29.99
27-Feb-2026,AGAR,ASIA SEJAHTERA MINA TBK,PT. BENGAWAN TIMUR LAJU,4.3
27-Feb-2026,AGAR,ASIA SEJAHTERA MINA TBK,WILDA TETY ARYDESIA,4.1
27-Feb-2026,AGAR,ASIA SEJAHTERA MINA TBK,L. HAUW LIONG (LIANTO G),4.04
27-Feb-2026,AGAR,ASIA SEJAHTERA MINA TBK,HENRY TIRTASAPUTRA JUNIOR,4
27-Feb-2026,AGAR,ASIA SEJAHTERA MINA TBK,ROBIN GOENADI,3.98
27-Feb-2026,AGAR,ASIA SEJAHTERA MINA TBK,INTAN POLANARIA SANTOSA,3.33
27-Feb-2026,AGII,SAMATOR INDO GAS TBK,PT SAMATOR,35.24
27-Feb-2026,AGII,SAMATOR INDO GAS TBK,MATRIX COMPANY LIMITED,32.18
27-Feb-2026,AGII,SAMATOR INDO GAS TBK,PT. ANEKA MEGA ENERGI,15
27-Feb-2026,AGII,SAMATOR INDO GAS TBK,SARATOGA INVESTAMA SEDAYA TBK PT,10
27-Feb-2026,AGII,SAMATOR INDO GAS TBK,ZICO TRUST (S) LTD,2.99
27-Feb-2026,AGRO,BANK RAYA INDONESIA TBK,PT BANK RAKYAT INDONESIA (PERSERO) TBK,86.85
27-Feb-2026,AGRS,BANK IBK INDONESIA TBK,PT KOREA INVESTMENT AND SEKURITAS INDONESIA - REGISTRAR,2.96
27-Feb-2026,AHAP,ASURANSI HARTA AMAN PRATAMA TBK,SENDRA GUNAWAN,11.57
27-Feb-2026,AHAP,ASURANSI HARTA AMAN PRATAMA TBK,TAN KAH HO,2.45
27-Feb-2026,AIMS,ARTHA MAHIYA INVESTAMA TBK,PT AIMS INDO INVESTAMA,31.16
27-Feb-2026,AIMS,ARTHA MAHIYA INVESTAMA TBK,PT DELTA WIBAWA BERSAMA,31.13
27-Feb-2026,AIMS,ARTHA MAHIYA INVESTAMA TBK,IR EFENDI LEMAN,5.07
27-Feb-2026,AIMS,ARTHA MAHIYA INVESTAMA TBK,LIQIN LING,4.4
27-Feb-2026,AIMS,ARTHA MAHIYA INVESTAMA TBK,MELDY TANNOS,2.85
27-Feb-2026,AIMS,ARTHA MAHIYA INVESTAMA TBK,LIANG ZHANG,1.74
27-Feb-2026,AIMS,ARTHA MAHIYA INVESTAMA TBK,ANTHONY SETIADI,1.24
27-Feb-2026,AIMS,ARTHA MAHIYA INVESTAMA TBK,ABEL IGNATIUS AUREY,1.18
27-Feb-2026,AISA,FKS FOOD SEJAHTERA TBK,PT. PANGAN SEJAHTERA INVESTAMA,58.47
27-Feb-2026,AISA,FKS FOOD SEJAHTERA TBK,PT ASTA ASKARA SENTOSA,15.48
27-Feb-2026,AISA,FKS FOOD SEJAHTERA TBK,PRIMANEX LIMITED,1.86
27-Feb-2026,AISA,FKS FOOD SEJAHTERA TBK,UBS AG SINGAPORE BRANCH,1.71
27-Feb-2026,AISA,FKS FOOD SEJAHTERA TBK,TROPHY INVESTORS II LTD,1.58
27-Feb-2026,AKKU,ANUGERAH KAGUM KARYA UTAMA TBK,PT. RENALDIJAYA EKAINTI,16.08
27-Feb-2026,AKKU,ANUGERAH KAGUM KARYA UTAMA TBK,PT BINTANG BERSINAR CEMERLANG,11.18
27-Feb-2026,AKKU,ANUGERAH KAGUM KARYA UTAMA TBK,PT GEMA BUSANA RAYA,6.12
27-Feb-2026,AKKU,ANUGERAH KAGUM KARYA UTAMA TBK,PT. KOREK API GUNA MANDIRI,5.56
27-Feb-2026,AKKU,ANUGERAH KAGUM KARYA UTAMA TBK,PT SUKSES SELALU SEMPURNA,3.9
27-Feb-2026,AKKU,ANUGERAH KAGUM KARYA UTAMA TBK,RENA LUCIANI HUSADA,3.88
27-Feb-2026,AKKU,ANUGERAH KAGUM KARYA UTAMA TBK,PT. RELBI JAYA EKA INTI,3.47
27-Feb-2026,AKKU,ANUGERAH KAGUM KARYA UTAMA TBK,OIL AND GAS VENTURES LIMITED,3.03
27-Feb-2026,AKKU,ANUGERAH KAGUM KARYA UTAMA TBK,PT ANTARIKSA BINTANG CEMERLANG,2.95
27-Feb-2026,AKKU,ANUGERAH KAGUM KARYA UTAMA TBK,PT CIHAMPELAS SEJUTA BUSANA,2.85
27-Feb-2026,AKKU,ANUGERAH KAGUM KARYA UTAMA TBK,PT. KAGUM KARYA UTAMA,2.29
27-Feb-2026,AKKU,ANUGERAH KAGUM KARYA UTAMA TBK,PT. KAGUM MAKMUR UTAMA,2.15
27-Feb-2026,AKKU,ANUGERAH KAGUM KARYA UTAMA TBK,PT. KAGUM JAYA EKA INTI,2.12
27-Feb-2026,AKKU,ANUGERAH KAGUM KARYA UTAMA TBK,PT JOKOWOW INDONESIA HEBAT,2.09
27-Feb-2026,AKKU,ANUGERAH KAGUM KARYA UTAMA TBK,PT LOKASI EMAS INDONESIA PROPERTI,1.97
27-Feb-2026,AKKU,ANUGERAH KAGUM KARYA UTAMA TBK,PT. RESTI JAYA EKA INTI,1.96
27-Feb-2026,AKKU,ANUGERAH KAGUM KARYA UTAMA TBK,PT. RENA JAYA EKA INTI,1.9
27-Feb-2026,AKKU,ANUGERAH KAGUM KARYA UTAMA TBK,PT KAGUM UTAMA JAYA,1.83
27-Feb-2026,AKKU,ANUGERAH KAGUM KARYA UTAMA TBK,PT KAGUM KARYA MAKMUR,1.82
27-Feb-2026,AKKU,ANUGERAH KAGUM KARYA UTAMA TBK,PT MAJU KARYA SRIKANDI,1.69
27-Feb-2026,AKKU,ANUGERAH KAGUM KARYA UTAMA TBK,PT TALENTA USAHA PRIMA,1.27
27-Feb-2026,AKKU,ANUGERAH KAGUM KARYA UTAMA TBK,PT GEMPAR BUSANA JAYA,1.27
27-Feb-2026,AKKU,ANUGERAH KAGUM KARYA UTAMA TBK,PT LENTERA BINTANG TERANG,1.05
27-Feb-2026,AKPI,ARGHA KARYA PRIMA INDUSTRY TBK,PRISMATAMA NUGRAHA,21.24
27-Feb-2026,AKPI,ARGHA KARYA PRIMA INDUSTRY TBK,NAWA PANDUTA,15.05
27-Feb-2026,AKPI,ARGHA KARYA PRIMA INDUSTRY TBK,PT. TIARA INTIMAHKOTA,13.07
27-Feb-2026,AKPI,ARGHA KARYA PRIMA INDUSTRY TBK,PT PRISMATAMA NUGRAHA,6.04
27-Feb-2026,AKPI,ARGHA KARYA PRIMA INDUSTRY TBK,PT GITANIRWANA MANDRASAKTI,4.68
27-Feb-2026,AKPI,ARGHA KARYA PRIMA INDUSTRY TBK,HENRY LIEM,2.43
27-Feb-2026,AKPI,ARGHA KARYA PRIMA INDUSTRY TBK,AMIRSYAH RISJAD,1.72
27-Feb-2026,AKPI,ARGHA KARYA PRIMA INDUSTRY TBK,DINA RISJAD,1.7
27-Feb-2026,AKPI,ARGHA KARYA PRIMA INDUSTRY TBK,DEDEY RISJAD,1.7
27-Feb-2026,AKPI,ARGHA KARYA PRIMA INDUSTRY TBK,ZARANI RISJAD,1.7
27-Feb-2026,AKPI,ARGHA KARYA PRIMA INDUSTRY TBK,RIZAL RISJAD,1.7
27-Feb-2026,AKPI,ARGHA KARYA PRIMA INDUSTRY TBK,SELVIYA RISJAD DANANTO,1.7
27-Feb-2026,AKPI,ARGHA KARYA PRIMA INDUSTRY TBK,RADIAN RISJAD,1.7
27-Feb-2026,AKRA,AKR CORPORINDO TBK,PT ARTHAKENCANA RAYATAMA,63.71
27-Feb-2026,AKRA,AKR CORPORINDO TBK,GOVERNMENT OF NORWAY,3.03
27-Feb-2026,AKRA,AKR CORPORINDO TBK,AKR CORPORINDO TBK.,1.36
27-Feb-2026,AKRA,AKR CORPORINDO TBK,HARYANTO ADIKOESOEMO,1.06
27-Feb-2026,AKSI,MINERAL SUMBERDAYA MANDIRI TBK,PT BATULICIN ENAM SEMBILAN TRANSPORTASI,92.46
27-Feb-2026,ALDO,ALKINDO NARATAMA TBK,PTGOLDEN ARISTA INTERNATIONAL,67.04
27-Feb-2026,ALDO,ALKINDO NARATAMA TBK,VERY BUDIAWAN,3.84
27-Feb-2026,ALDO,ALKINDO NARATAMA TBK,HILDA SUTANTO,3.44
27-Feb-2026,ALDO,ALKINDO NARATAMA TBK,DADANG KURNIAWAN WIKARA,3.36
27-Feb-2026,ALDO,ALKINDO NARATAMA TBK,PT ARDANA INVESTAMA INDONESIA,3.28
27-Feb-2026,ALDO,ALKINDO NARATAMA TBK,LILI MULYADI SUTANTO,3.12
27-Feb-2026,ALDO,ALKINDO NARATAMA TBK,PT PABRIK KERTAS NOREE INDONESIA,2.13
27-Feb-2026,ALDO,ALKINDO NARATAMA TBK,IRENE SASTROAMIJOYO,2.07
27-Feb-2026,ALDO,ALKINDO NARATAMA TBK,HERWANTO SUTANTO,1.82
27-Feb-2026,ALDO,ALKINDO NARATAMA TBK,HERLAMBANG PUTRA SURJADI,1.73
27-Feb-2026,ALDO,ALKINDO NARATAMA TBK,WILLY SOESANTO,1.69
27-Feb-2026,ALDO,ALKINDO NARATAMA TBK,SONNY KOESOEMAHARSONO,1.25
27-Feb-2026,ALDO,ALKINDO NARATAMA TBK,EDDY YUSUF,1.06
27-Feb-2026,ALII,ANCARA LOGISTICS INDONESIA TBK,PT. GRAHA ADIKA NIAGA,32.87
27-Feb-2026,ALII,ANCARA LOGISTICS INDONESIA TBK,SOLOMED CAPITAL PTE LTD,31.58
27-Feb-2026,ALII,ANCARA LOGISTICS INDONESIA TBK,BORNEO LOGISTICS SERVICES PTE. LTD.,11.02
27-Feb-2026,ALII,ANCARA LOGISTICS INDONESIA TBK,NALINKANT AMRATLAL RATHOD,2.23
27-Feb-2026,ALII,ANCARA LOGISTICS INDONESIA TBK,ANINDITHA ANESTYA BAKRIE,1.95
27-Feb-2026,ALII,ANCARA LOGISTICS INDONESIA TBK,INFINITUDE GLOBAL FUND VCC,1.46
27-Feb-2026,ALKA,ALAKASA INDUSTRINDO TBK,GESIT PERKASA,83.79
27-Feb-2026,ALKA,ALAKASA INDUSTRINDO TBK,PT. SELARAS INVESTAMA GLOBALINDO,2.83
27-Feb-2026,ALKA,ALAKASA INDUSTRINDO TBK,ANDREW PASCALIS ADJIPUTRO,2.46
27-Feb-2026,ALKA,ALAKASA INDUSTRINDO TBK,AGNESRI MAHARLYN FIRANI PUTRI,2.46
27-Feb-2026,ALKA,ALAKASA INDUSTRINDO TBK,SANTINILESTARI LOKAPRIMA,1.6
27-Feb-2026,ALMI,ALUMINDO LIGHT METAL INDUSTRY TBK,PT HUSIN INVESTAMA,65.78
27-Feb-2026,ALMI,ALUMINDO LIGHT METAL INDUSTRY TBK,PT ALIM INVESTINDO,15.72
27-Feb-2026,ALMI,ALUMINDO LIGHT METAL INDUSTRY TBK,PT GUNA INVESTINDO,8.65
27-Feb-2026,ALMI,ALUMINDO LIGHT METAL INDUSTRY TBK,MARINDO INVESTAMA,2.45
27-Feb-2026,ALTO,TRI BANYAN TIRTA TBK,PT FIKASA BINTANG CEMERLANG,36.44
27-Feb-2026,ALTO,TRI BANYAN TIRTA TBK,TIRTAMAS ANGGADA PT,16.25
27-Feb-2026,ALTO,TRI BANYAN TIRTA TBK,PT TRIMEGAH SEKURITAS INDONESIA TBK,9.62
27-Feb-2026,ALTO,TRI BANYAN TIRTA TBK,PERSERO DANAREKSA PT A/C SPECIAL,6.82
27-Feb-2026,ALTO,TRI BANYAN TIRTA TBK,IRENE THESMAN,4.96
27-Feb-2026,ALTO,TRI BANYAN TIRTA TBK,LIONG JUEN FAT,3.37
27-Feb-2026,ALTO,TRI BANYAN TIRTA TBK,IR BUDIJANTO SETIAWAN,3.22
27-Feb-2026,ALTO,TRI BANYAN TIRTA TBK,DRS JOSEPH SUSILO,2.17
27-Feb-2026,ALTO,TRI BANYAN TIRTA TBK,BHAKTI SALIM,2.14
27-Feb-2026,ALTO,TRI BANYAN TIRTA TBK,ANTONIUS ANDI SUSANTO,2.04
27-Feb-2026,ALTO,TRI BANYAN TIRTA TBK,SOEGIANTO,1.71
27-Feb-2026,ALTO,TRI BANYAN TIRTA TBK,PTTUDUNG BERSAMA TIRTA,1.4
27-Feb-2026,ALTO,TRI BANYAN TIRTA TBK,IR D. SAHARDONO AMIARSO,1.14
27-Feb-2026,AMAG,ASURANSI MULTI ARTHA GUNA TBK,FAIRFAX ASIA LIMITED,80
27-Feb-2026,AMAG,ASURANSI MULTI ARTHA GUNA TBK,BANK PAN INDONESIA TBK PT,7.76
27-Feb-2026,AMAG,ASURANSI MULTI ARTHA GUNA TBK,PANINVEST TBK PT,3.76
27-Feb-2026,AMAN,MAKMUR BERKAH AMANDA TBK,JOHAN TEDJA SURYA,4.53
27-Feb-2026,AMAN,MAKMUR BERKAH AMANDA TBK,EDWARD SAMULA TOARI,4.13
27-Feb-2026,AMAN,MAKMUR BERKAH AMANDA TBK,SIAUW JENNICE MARIA,2.95
27-Feb-2026,AMAN,MAKMUR BERKAH AMANDA TBK,F. IRENE FANCY,2.18
27-Feb-2026,AMAN,MAKMUR BERKAH AMANDA TBK,ANDIERSEN,1.37
27-Feb-2026,AMAN,MAKMUR BERKAH AMANDA TBK,EDDI TJENDANA,1.13
27-Feb-2026,AMAR,BANK AMAR INDONESIA TBK,JAGAT RAYA IMAJINASI PT,6.59
27-Feb-2026,AMAR,BANK AMAR INDONESIA TBK,BANK OF SINGAPORE LIMITED,5.91
27-Feb-2026,AMAR,BANK AMAR INDONESIA TBK,SBI HOLDINGS INC.,5.63
27-Feb-2026,AMAR,BANK AMAR INDONESIA TBK,PT BANK AMAR INDONESIA TBK,2
27-Feb-2026,AMAR,BANK AMAR INDONESIA TBK,PT. MARVEL INVESTAMA ASIA,1
27-Feb-2026,AMFG,ASAHIMAS FLAT GLASS TBK,AGC INC.,44.53
27-Feb-2026,AMFG,ASAHIMAS FLAT GLASS TBK,PT. RODAMAS,41.63
27-Feb-2026,AMFG,ASAHIMAS FLAT GLASS TBK,DBS VICKERS SECS SINGAPORE (PTE) LTD A/C CLIENTS,1.9
27-Feb-2026,AMFG,ASAHIMAS FLAT GLASS TBK,ANDY TANUJAYA,1.71
27-Feb-2026,AMFG,ASAHIMAS FLAT GLASS TBK,LIEM TJEN HUNG,1.49
27-Feb-2026,AMIN,ATELIERS MECANIQUES D`INDONESIE TBK,SPHERE CORPORATION SDNBHD.,58.39
27-Feb-2026,AMIN,ATELIERS MECANIQUES D`INDONESIE TBK,CHONG KIM KONG,10.11
27-Feb-2026,AMIN,ATELIERS MECANIQUES D`INDONESIE TBK,CHONG KIM LEONG,7
27-Feb-2026,AMIN,ATELIERS MECANIQUES D`INDONESIE TBK,RUDY SUSANTO,3.89
27-Feb-2026,AMIN,ATELIERS MECANIQUES D`INDONESIE TBK,LAI KIM TENG,2.55
27-Feb-2026,AMIN,ATELIERS MECANIQUES D`INDONESIE TBK,VICTORIA,2.29
27-Feb-2026,AMIN,ATELIERS MECANIQUES D`INDONESIE TBK,LIM PEEK CHIN,1.85
27-Feb-2026,AMIN,ATELIERS MECANIQUES D`INDONESIE TBK,H JEF CHARLES BOEDT,1.68
27-Feb-2026,AMIN,ATELIERS MECANIQUES D`INDONESIE TBK,DONAL MANIK,1.11
27-Feb-2026,AMIN,ATELIERS MECANIQUES D`INDONESIE TBK,MAYBANK SECURITIES PTE. LTD.,1.1
27-Feb-2026,AMMN,AMMAN MINERAL INTERNASIONAL TBK,PT SUMBER GEMILANG PERSADA,32.17
27-Feb-2026,AMMN,AMMAN MINERAL INTERNASIONAL TBK,PT MEDCO ENERGI INTERNASIONAL TBK,20.92
27-Feb-2026,AMMN,AMMAN MINERAL INTERNASIONAL TBK,PT AP INVESTMENT,15.45
27-Feb-2026,AMMN,AMMAN MINERAL INTERNASIONAL TBK,PESONA SUKSES CEMERLANG,6.29
27-Feb-2026,AMMN,AMMAN MINERAL INTERNASIONAL TBK,SAJIR 9 LLC,5.34
27-Feb-2026,AMMN,AMMAN MINERAL INTERNASIONAL TBK,PT KEMILAU INVESTAMA MAKMUR,3.94
27-Feb-2026,AMMN,AMMAN MINERAL INTERNASIONAL TBK,KEMILAU SINAR LESTARI PT,2.63
27-Feb-2026,AMMN,AMMAN MINERAL INTERNASIONAL TBK,21 INTERNATIONAL VENTURE SPC,2.49
27-Feb-2026,AMMS,AGUNG MENJANGAN MAS TBK,PT MANDARA MAS SEMESTA,29
27-Feb-2026,AMMS,AGUNG MENJANGAN MAS TBK,ABRAHAM TEDJANEGARA,3.04
27-Feb-2026,AMMS,AGUNG MENJANGAN MAS TBK,DIAZ KURNIAWAN,1.01
27-Feb-2026,AMOR,ASHMORE ASSET MANAGEMENT INDONESIA TBK,ASHMORE INVESTMENT MANAGEMENT LIMITED,60.04
27-Feb-2026,AMOR,ASHMORE ASSET MANAGEMENT INDONESIA TBK,PT ADIKARSA SARANA,13.05
27-Feb-2026,AMOR,ASHMORE ASSET MANAGEMENT INDONESIA TBK,IR RONALDUS GANDAHUSADA,6.3
27-Feb-2026,AMOR,ASHMORE ASSET MANAGEMENT INDONESIA TBK,FX EDDY HARTANTO SH,5.63
27-Feb-2026,AMOR,ASHMORE ASSET MANAGEMENT INDONESIA TBK,ARIEF CAHYADI WANA,5.4
27-Feb-2026,AMOR,ASHMORE ASSET MANAGEMENT INDONESIA TBK,PT ASHMORE ASSET MANAGEMENT INDONESIA TBK,1.07
27-Feb-2026,AMRT,SUMBER ALFARIA TRIJAYA TBK,PT SIGMANTARA ALFINDO,50.19
27-Feb-2026,AMRT,SUMBER ALFARIA TRIJAYA TBK,MITSUBISHI CORPORATION,4.9
27-Feb-2026,AMRT,SUMBER ALFARIA TRIJAYA TBK,JONATHAN CHANG,4.81
27-Feb-2026,AMRT,SUMBER ALFARIA TRIJAYA TBK,YSW&CO. LTD.,4.14
27-Feb-2026,AMRT,SUMBER ALFARIA TRIJAYA TBK,PT. AMANDA CIPTA PERSADA,3
27-Feb-2026,AMRT,SUMBER ALFARIA TRIJAYA TBK,DJOKO SUSANTO,1.06
27-Feb-2026,ANDI,ANDIRA AGRO TBK,CENTRAL ENERGI PRATAMA,49.73
27-Feb-2026,ANDI,ANDIRA AGRO TBK,PT. ANUGERAH PERKASA SEMESTA,7.49
27-Feb-2026,ANDI,ANDIRA AGRO TBK,EDY SUWARNO AL JAP L SING,3.55
27-Feb-2026,ANDI,ANDIRA AGRO TBK,PT MINNA PADI INVESTAMA SEKURITAS TBK,2.31
27-Feb-2026,ANDI,ANDIRA AGRO TBK,EVELINE LISTIJOSUPUTRO,1.84
27-Feb-2026,ANDI,ANDIRA AGRO TBK,FRANCIS INDARTO,1.77
27-Feb-2026,ANDI,ANDIRA AGRO TBK,DJONI,1.1
27-Feb-2026,ANJT,AUSTINDO NUSANTARA JAYA TBK,FIRST RESOURCES LIMITED,95.92
27-Feb-2026,ANJT,AUSTINDO NUSANTARA JAYA TBK,CILIANDRA PERKASA,2.45
27-Feb-2026,ANTM,ANEKA TAMBANG TBK,PERUSAHAAN PERSEROAN (PERSERO) PT MINERAL INDUSTRI INDONESIA,65
27-Feb-2026,APEX,APEXINDO PRATAMA DUTA TBK,PT ASERRA CAPITAL,31.76
27-Feb-2026,APEX,APEXINDO PRATAMA DUTA TBK,UOB KAY HIAN (HONG KONG) LTD,21.75
27-Feb-2026,APEX,APEXINDO PRATAMA DUTA TBK,AUGUSTA INVESTMENTS I PTELTD. ID134190500001,6.23
27-Feb-2026,APEX,APEXINDO PRATAMA DUTA TBK,DAAZ BARA LESTARI PT,4.44
27-Feb-2026,APEX,APEXINDO PRATAMA DUTA TBK,VISTRA TRUST (SINGAPORE) PTE. LIMITED,2.45
27-Feb-2026,APEX,APEXINDO PRATAMA DUTA TBK,RISMA PURBA,2.33
27-Feb-2026,APEX,APEXINDO PRATAMA DUTA TBK,PEAK SEKURITAS INDONESIA PT,1.74
27-Feb-2026,APEX,APEXINDO PRATAMA DUTA TBK,DBS BANK LTD.,1.5
27-Feb-2026,APIC,PACIFIC STRATEGIC FINANCIAL TBK,PAN PACIFIC INVESTAMA PT,20.27
27-Feb-2026,APIC,PACIFIC STRATEGIC FINANCIAL TBK,PT PACIFIC INDOCORPORA,9.41
27-Feb-2026,APIC,PACIFIC STRATEGIC FINANCIAL TBK,PT PAN PACIFIC INVESTAMA,7.54
27-Feb-2026,APIC,PACIFIC STRATEGIC FINANCIAL TBK,PT ASTANA BERKAT INDONESIA,4.92
