Date,Share Code,Issuer Name,Investor Name,Percentage
31-Mar-2026,SPTO,SURYA PERTIWI TBK,ZICO TRUST (S) LTD,3.88
31-Mar-2026,SPTO,SURYA PERTIWI TBK,BANK OF SINGAPORE LIMITED,1.62
31-Mar-2026,SPTO,SURYA PERTIWI TBK,DRS.JOHNNY,1.15
31-Mar-2026,SQMI,WILTON MAKMUR INDONESIA TBK,WILTON RESOURCES HOLDING PTE LTD,52.47
31-Mar-2026,SQMI,WILTON MAKMUR INDONESIA TBK,CGS INTERNATIONAL SECURITIES SINGAPORE PTE LTD,22.15
31-Mar-2026,SQMI,WILTON MAKMUR INDONESIA TBK,SUTIKNO KHUSUMO,4.98
31-Mar-2026,SQMI,WILTON MAKMUR INDONESIA TBK,BANK JULIUS BAER & CO. LTD,1.55
31-Mar-2026,SQMI,WILTON MAKMUR INDONESIA TBK,PT PERUSAHAAN BONGKAR MUAT TRI MULIA BARUNA PERKASA,1.19
31-Mar-2026,SQMI,WILTON MAKMUR INDONESIA TBK,RAHMAN KAMARUDDIN,1.06
31-Mar-2026,SQMI,WILTON MAKMUR INDONESIA TBK,ALPHONSUS A DHARMAWAN,1.03
31-Mar-2026,SQMI,WILTON MAKMUR INDONESIA TBK,MARCO HALIM LEMENA,1.01
31-Mar-2026,SRIL,SRI REJEKI ISMAN TBK,PT HUDDLESTON INDONESIA,59.03
31-Mar-2026,SRIL,SRI REJEKI ISMAN TBK,CHESNEY INTERNATIONAL PTE LTD,4.52
31-Mar-2026,SRIL,SRI REJEKI ISMAN TBK,GRAFTON CAPITAL RESOURCES PTE LTD,4.4
31-Mar-2026,SRIL,SRI REJEKI ISMAN TBK,CASSELL INTERNATIONAL PTE LTD,3.59
31-Mar-2026,SRIL,SRI REJEKI ISMAN TBK,KIATNAKIN PHATRA BANK PUBLIC COMPANY LIMITED,2.14
31-Mar-2026,SRIL,SRI REJEKI ISMAN TBK,DRS LO KHENG HONG,1.02
31-Mar-2026,SRSN,INDO ACIDATAMA TBK,BUDHI BERSAUDARA MANUNGGAL PT,14.15
31-Mar-2026,SRSN,INDO ACIDATAMA TBK,KEMIRI SARANA INVESTAMA PT,13.61
31-Mar-2026,SRSN,INDO ACIDATAMA TBK,BUDHI MOELJONO,10.5
31-Mar-2026,SRSN,INDO ACIDATAMA TBK,BUDHI HARTONO,9.9
31-Mar-2026,SRSN,INDO ACIDATAMA TBK,BUDHI SANTOSO,9.9
31-Mar-2026,SRSN,INDO ACIDATAMA TBK,BIANTORO SETIJO,8.3
31-Mar-2026,SRSN,INDO ACIDATAMA TBK,LUDIJANTO SETIJO,5.25
31-Mar-2026,SRSN,INDO ACIDATAMA TBK,SARANA INTEGRITAS PT,5.04
31-Mar-2026,SRSN,INDO ACIDATAMA TBK,PT SAMA MANDIRI,2.46
31-Mar-2026,SRSN,INDO ACIDATAMA TBK,RENAISSANCE CAPITAL MGT INVT.,2.22
31-Mar-2026,SRSN,INDO ACIDATAMA TBK,MULYADI UTOMO BUDHI MOELJONO,1.7
31-Mar-2026,SRTG,SARATOGA INVESTAMA SEDAYA TBK,EDWIN SOERYADJAYA,35.88
31-Mar-2026,SRTG,SARATOGA INVESTAMA SEDAYA TBK,PT UNITRAS PERTAMA,31.62
31-Mar-2026,SRTG,SARATOGA INVESTAMA SEDAYA TBK,SANDIAGA SALAHUDDIN UNO,21.51
31-Mar-2026,SSIA,SURYA SEMESTA INTERNUSA TBK,PT HENAN PUTIHRAI ASSET MANAGEMENT,11.04
31-Mar-2026,SSIA,SURYA SEMESTA INTERNUSA TBK,PT DWIMURIA INVESTAMA ANDALAN,10.24
31-Mar-2026,SSIA,SURYA SEMESTA INTERNUSA TBK,ARMAN INVESTMENTS UTAMA,8.52
31-Mar-2026,SSIA,SURYA SEMESTA INTERNUSA TBK,PERSADA CAPITAL INVESTAMA,7.85
31-Mar-2026,SSIA,SURYA SEMESTA INTERNUSA TBK,PT CHANDRA ASRI PACIFIC TBK,4.88
31-Mar-2026,SSIA,SURYA SEMESTA INTERNUSA TBK,MORGAN STANLEY SMITH BARNEY LLC S/A MSSB LLC SECURITIES CLEARANCE,3.28
31-Mar-2026,SSIA,SURYA SEMESTA INTERNUSA TBK,PT GEMA ADHINUSA PERSADA. PT,1.94
31-Mar-2026,SSIA,SURYA SEMESTA INTERNUSA TBK,FERRY SUDJONO,1.6
31-Mar-2026,SSIA,SURYA SEMESTA INTERNUSA TBK,UNGKORO DARMOSUSILO,1.12
31-Mar-2026,SSMS,SAWIT SUMBERMAS SARANA TBK,CITRA BORNEO INDAH,65.83
31-Mar-2026,SSMS,SAWIT SUMBERMAS SARANA TBK,PT PUTRA BORNEO AGRO LESTARI,11.42
31-Mar-2026,SSMS,SAWIT SUMBERMAS SARANA TBK,OMAN INVESTMENT AUTHORITY,4.91
31-Mar-2026,SSMS,SAWIT SUMBERMAS SARANA TBK,MAYBANK GLOBAL GROWTH FUND VCC - MAYBANK GLOBAL GROWTH FUND 1,3.34
31-Mar-2026,SSMS,SAWIT SUMBERMAS SARANA TBK,MAYBANK SINGAPORE LIMITED,2.49
31-Mar-2026,SSMS,SAWIT SUMBERMAS SARANA TBK,MAYBANK SECURITIES PTE LTD,1.51
31-Mar-2026,SSMS,SAWIT SUMBERMAS SARANA TBK,PT REKSA MAJU MAKMUR,1.2
31-Mar-2026,SSTM,SUNSON TEXTILE MANUFACTURER TBK,SUNDJONO SURIADI,40.81
31-Mar-2026,SSTM,SUNSON TEXTILE MANUFACTURER TBK,RUDIYANTO,1.92
31-Mar-2026,SSTM,SUNSON TEXTILE MANUFACTURER TBK,MARIAH SURIADI,1.86
31-Mar-2026,SSTM,SUNSON TEXTILE MANUFACTURER TBK,SILVIA SURIADI,1.2
31-Mar-2026,SSTM,SUNSON TEXTILE MANUFACTURER TBK,REISE SURIADI,1.18
31-Mar-2026,SSTM,SUNSON TEXTILE MANUFACTURER TBK,SISCA,1.17
31-Mar-2026,STAA,SUMBER TANI AGUNG RESOURCES TBK,PT MALIBU INDAH LESTARI,36.69
31-Mar-2026,STAA,SUMBER TANI AGUNG RESOURCES TBK,PT KEDATON PERKASA,28.87
31-Mar-2026,STAA,SUMBER TANI AGUNG RESOURCES TBK,PELITA SUKSES SEJATI PT,6.25
31-Mar-2026,STAA,SUMBER TANI AGUNG RESOURCES TBK,UNITED OVERSEAS BANK NOMINEES (PRIVATE) LIMITED,4.75
31-Mar-2026,STAA,SUMBER TANI AGUNG RESOURCES TBK,PT OAKMONT GLOBAL INVESTMENT,4.59
31-Mar-2026,STAA,SUMBER TANI AGUNG RESOURCES TBK,PT. LAJU BERSAMA SEJATI,4.59
31-Mar-2026,STAA,SUMBER TANI AGUNG RESOURCES TBK,PT GREEN CAPITAL PARTNERS,3.94
31-Mar-2026,STAA,SUMBER TANI AGUNG RESOURCES TBK,PT. INTAN PELITA LESTARI,2.71
31-Mar-2026,STAA,SUMBER TANI AGUNG RESOURCES TBK,PT. TIGA UNGGUL BERSAMA,2.06
31-Mar-2026,STAA,SUMBER TANI AGUNG RESOURCES TBK,PT CENTRAL INVESTA NUSANTARA,1.63
31-Mar-2026,STAR,BUANA ARTHA ANUGERAH TBK,CALCULUS INVESTMENT PTELTD,32.19
31-Mar-2026,STAR,BUANA ARTHA ANUGERAH TBK,PT SEJAHTERA MAHKOTA PERSADA,4.98
31-Mar-2026,STAR,BUANA ARTHA ANUGERAH TBK,PT SETIABUDI DANA PRIMA,4.94
31-Mar-2026,STAR,BUANA ARTHA ANUGERAH TBK,PT BNP PESONA SOLARIS,4.94
31-Mar-2026,STAR,BUANA ARTHA ANUGERAH TBK,SUMBER TEKNOLOGI MULIA PT,4.92
31-Mar-2026,STAR,BUANA ARTHA ANUGERAH TBK,PT BATAVIA DANA ULTIMA,4.9
31-Mar-2026,STAR,BUANA ARTHA ANUGERAH TBK,STONEPEAK INVESTMENT LIMITED,4.9
31-Mar-2026,STAR,BUANA ARTHA ANUGERAH TBK,LGT GLOBAL LIMITED,4.84
31-Mar-2026,STAR,BUANA ARTHA ANUGERAH TBK,BANQUE PICTET AND CIE SA,4.57
31-Mar-2026,STAR,BUANA ARTHA ANUGERAH TBK,PT. CAPITAL ASSET MANAGEMENT,4.05
31-Mar-2026,STAR,BUANA ARTHA ANUGERAH TBK,PT. ALANA CIPTA SELARAS,3.34
31-Mar-2026,STAR,BUANA ARTHA ANUGERAH TBK,PT BARA SEJAHTERA SUKSES,1.36
31-Mar-2026,STAR,BUANA ARTHA ANUGERAH TBK,TIRTA CITRA SOLUSI PT,1.06
31-Mar-2026,STRK,LOVINA BEACH BREWERY TBK,BARITO MAS SUKSES,61.87
31-Mar-2026,STRK,LOVINA BEACH BREWERY TBK,PHILLIP SECURITIES PTE LTD,15.96
31-Mar-2026,STRK,LOVINA BEACH BREWERY TBK,SELALU BERSAMA ANUGERAH PT,3.27
31-Mar-2026,STRK,LOVINA BEACH BREWERY TBK,DBS BANK LTD.,1
31-Mar-2026,STTP,SIANTAR TOP TBK,SHINDO TIARA TUNGGAL,56.76
31-Mar-2026,STTP,SIANTAR TOP TBK,ROBIN SINDO,7.18
31-Mar-2026,STTP,SIANTAR TOP TBK,AMELIA SINTARI,6.65
31-Mar-2026,STTP,SIANTAR TOP TBK,MARIATI,6.05
31-Mar-2026,STTP,SIANTAR TOP TBK,JULIA SINTARI,4.95
31-Mar-2026,STTP,SIANTAR TOP TBK,DBS BANK LTD.,4.33
31-Mar-2026,STTP,SIANTAR TOP TBK,HENG HOK SOEI,3.1
31-Mar-2026,STTP,SIANTAR TOP TBK,HENG BOEN LOEN,2.02
31-Mar-2026,STTP,SIANTAR TOP TBK,PT. HARAPAN CAHAYA NUSANTARA,1.91
31-Mar-2026,STTP,SIANTAR TOP TBK,MELISSA SINTARI,1.57
31-Mar-2026,SULI,SLJ GLOBAL TBK,NATUREVERSE INC. (PTE. LTD.),35.9
31-Mar-2026,SULI,SLJ GLOBAL TBK,PT PUTRA BUANA INDONESIA WOOD INDUSTRY,5.18
31-Mar-2026,SULI,SLJ GLOBAL TBK,PT PELAYARAN SENTRA ARUNG MAKMUR,4.69
31-Mar-2026,SULI,SLJ GLOBAL TBK,AMIR SUNARKO,4.68
31-Mar-2026,SULI,SLJ GLOBAL TBK,PT BORNEO KARYA PERSADA,4.54
31-Mar-2026,SULI,SLJ GLOBAL TBK,SIENNY MURNIAWANTI,3.58
31-Mar-2026,SULI,SLJ GLOBAL TBK,UBS AG HONG KONG,2.56
31-Mar-2026,SULI,SLJ GLOBAL TBK,PT MAHANUSA BUMI PERTIWI,2.13
31-Mar-2026,SULI,SLJ GLOBAL TBK,BANK JULIUS BAER & CO. LTD,1.82
31-Mar-2026,SULI,SLJ GLOBAL TBK,HUI PAK KONG,1.66
31-Mar-2026,SULI,SLJ GLOBAL TBK,HERLINA TJHANG,1.61
31-Mar-2026,SULI,SLJ GLOBAL TBK,GOH POH HENG,1.58
31-Mar-2026,SULI,SLJ GLOBAL TBK,PT SANI MARDANI RESOURCES,1.34
31-Mar-2026,SUNI,SUNINDO PRATAMA TBK,SOE TO TIE LIN,64.6
31-Mar-2026,SUNI,SUNINDO PRATAMA TBK,WILLY JOHAN CHANDRA,11.4
31-Mar-2026,SUNI,SUNINDO PRATAMA TBK,CHIN YAN ZOE FUNG,4.26
31-Mar-2026,SUNI,SUNINDO PRATAMA TBK,CHONG HON CHO,3.95
31-Mar-2026,SUNI,SUNINDO PRATAMA TBK,WEE CHAN TEIN,3.75
31-Mar-2026,SUNI,SUNINDO PRATAMA TBK,PT SUNINDO PRATAMA TBK,3.74
31-Mar-2026,SUNI,SUNINDO PRATAMA TBK,KEMAS ABDURRACHMAN,1.63
31-Mar-2026,SUNI,SUNINDO PRATAMA TBK,SRIE MARTINA,1.55
31-Mar-2026,SUPA,SUPER BANK INDONESIA TBK,PT ELANG MEDIA VISITAMA,27.6
31-Mar-2026,SUPA,SUPER BANK INDONESIA TBK,KUDO TEKNOLOGI INDONESIA,16.67
31-Mar-2026,SUPA,SUPER BANK INDONESIA TBK,A5-DB HOLDINGS PTE. LTD.,15.95
31-Mar-2026,SUPA,SUPER BANK INDONESIA TBK,PT TIGA SIRA SEJAHTERA,2.83
31-Mar-2026,SUPA,SUPER BANK INDONESIA TBK,GLAS TRUST (SINGAPORE) LTD.,1.92
31-Mar-2026,SUPR,SOLUSI TUNAS PRATAMA TBK,PT PROFESIONAL TELEKOMUNIKASI INDONESIA,97.33
31-Mar-2026,SUPR,SOLUSI TUNAS PRATAMA TBK,PT IFORTE SOLUSI INFOTEK,2.59
31-Mar-2026,SURE,SUPER ENERGY TBK,TOKYO GAS ASIA PTE. LTD.,33.4
31-Mar-2026,SURE,SUPER ENERGY TBK,MOH. SJAHRULLAH,1.8
31-Mar-2026,SURI,MAJA AGUNG LATEXINDO TBK,HANSEN JAP,85.4
31-Mar-2026,SURI,MAJA AGUNG LATEXINDO TBK,PT TRIMITRA CIPTASELARAS,2.6
31-Mar-2026,SURI,MAJA AGUNG LATEXINDO TBK,LEO AGUNG VITO WICAKSANA,1.39
31-Mar-2026,SWAT,SRIWAHANA ADITYAKARTA TBK,SUMBER MAKMUR LUMINTU PT,77.22
31-Mar-2026,SWAT,SRIWAHANA ADITYAKARTA TBK,HOK GWAN (DHARMO BUDIONO),2.67
31-Mar-2026,SWAT,SRIWAHANA ADITYAKARTA TBK,MAKMUR STEPFANIE,2.2
31-Mar-2026,SWAT,SRIWAHANA ADITYAKARTA TBK,ARIO TRIDA WIDYATMOKO,1.65
31-Mar-2026,SWID,SARASWANTI INDOLAND DEVELOPMENT TBK,BOGAT AGUS RIYONO,15.97
31-Mar-2026,SWID,SARASWANTI INDOLAND DEVELOPMENT TBK,UMAR RAHMADHANI,4.13
31-Mar-2026,SWID,SARASWANTI INDOLAND DEVELOPMENT TBK,HARI GUNAWAN LIANTO,3.81
31-Mar-2026,SWID,SARASWANTI INDOLAND DEVELOPMENT TBK,H ULYA ABDILLAH,3.33
31-Mar-2026,SWID,SARASWANTI INDOLAND DEVELOPMENT TBK,NADIA CITRANTI ANDARINI,3.02
31-Mar-2026,SWID,SARASWANTI INDOLAND DEVELOPMENT TBK,PT SURAPON BERKAH MAKMUR,2.78
31-Mar-2026,TALF,TUNAS ALFIN TBK,PT PROINVESTINDO,90.41
31-Mar-2026,TALF,TUNAS ALFIN TBK,UOB KAY HIAN PRIVATE LIMITED,4.82
31-Mar-2026,TALF,TUNAS ALFIN TBK,FREDY M LIANDO,1.18
31-Mar-2026,TALF,TUNAS ALFIN TBK,FIONA MINTARYA,1.11
31-Mar-2026,TALF,TUNAS ALFIN TBK,HANDY WIDJAJA,1.11
31-Mar-2026,TAMA,LANCARTAMA SEJATI TBK,LANCARTAMA TIRTA ANGGARA PT,50.33
31-Mar-2026,TAMA,LANCARTAMA SEJATI TBK,KATHRIN WIDJAJA,11.61
31-Mar-2026,TAMA,LANCARTAMA SEJATI TBK,VERAH WAHYUDI S WONG,8.07
31-Mar-2026,TAMA,LANCARTAMA SEJATI TBK,DARREN DWI JAYA,4.4
31-Mar-2026,TAMA,LANCARTAMA SEJATI TBK,FELICIA STEPHANIE,2.41
31-Mar-2026,TAMA,LANCARTAMA SEJATI TBK,HENDRA,1.56
31-Mar-2026,TAMA,LANCARTAMA SEJATI TBK,RIZKY YULIANISA,1.25
31-Mar-2026,TAMU,PELAYARAN TAMARIN SAMUDRA TBK,PT ANDALAN LEPAS PANTAI,80
31-Mar-2026,TAMU,PELAYARAN TAMARIN SAMUDRA TBK,UBS SWITZERLAND AG,4.14
31-Mar-2026,TAPG,TRIPUTRA AGRO PERSADA TBK,PERSADA CAPITAL INVESTAMA,33.07
31-Mar-2026,TAPG,TRIPUTRA AGRO PERSADA TBK,TRIPUTRA INVESTINDO ARYA,24.12
31-Mar-2026,TAPG,TRIPUTRA AGRO PERSADA TBK,PT. DAYA ADICIPTA MUSTIKA,14.02
31-Mar-2026,TAPG,TRIPUTRA AGRO PERSADA TBK,DAYA ADICIPTA MUSTIKA,5.93
31-Mar-2026,TAPG,TRIPUTRA AGRO PERSADA TBK,IR T. PERMADI RACHMAT,5.09
31-Mar-2026,TAPG,TRIPUTRA AGRO PERSADA TBK,NY. T. P. RACHMAT L. R. IMANTO,3.42
31-Mar-2026,TARA,AGUNG SEMESTA SEJAHTERA TBK,PTSURYA BUANA MAKMUR,15.04
31-Mar-2026,TARA,AGUNG SEMESTA SEJAHTERA TBK,GLENWOOD CORPORATION,10.9
31-Mar-2026,TARA,AGUNG SEMESTA SEJAHTERA TBK,PTPACIFIC INDOCORPORA INDONESIA,4.62
31-Mar-2026,TARA,AGUNG SEMESTA SEJAHTERA TBK,PT. ZED UTAMA PERSADA,4.16
31-Mar-2026,TARA,AGUNG SEMESTA SEJAHTERA TBK,PT ASKAR PELANGI ABADI,4.16
31-Mar-2026,TARA,AGUNG SEMESTA SEJAHTERA TBK,TIRTA CITRA SOLUSI PT,4.16
31-Mar-2026,TARA,AGUNG SEMESTA SEJAHTERA TBK,SUMBER TEKNOLOGI MULIA PT,4.16
31-Mar-2026,TARA,AGUNG SEMESTA SEJAHTERA TBK,PT. MEGAH ANGKASA PERKASA,4.16
31-Mar-2026,TARA,AGUNG SEMESTA SEJAHTERA TBK,PT. ALANA CIPTA SELARAS,3.97
31-Mar-2026,TARA,AGUNG SEMESTA SEJAHTERA TBK,PT NILA BANYU PERMAI,3.71
31-Mar-2026,TARA,AGUNG SEMESTA SEJAHTERA TBK,DANNY NUGROHO,3.04
31-Mar-2026,TARA,AGUNG SEMESTA SEJAHTERA TBK,PT BARA SEJAHTERA SUKSES,2.46
31-Mar-2026,TARA,AGUNG SEMESTA SEJAHTERA TBK,PT FALCON ASIA INVESTAMA,2.33
31-Mar-2026,TARA,AGUNG SEMESTA SEJAHTERA TBK,PT. ARIMA KARYA PERSADA,2.32
31-Mar-2026,TARA,AGUNG SEMESTA SEJAHTERA TBK,RONNY LUKITO,1.63
31-Mar-2026,TARA,AGUNG SEMESTA SEJAHTERA TBK,PT PACIFIC CAPITAL INVESTMENT,1.16
31-Mar-2026,TAXI,EXPRESS TRANSINDO UTAMA TBK,PO SUSANTO,4.95
31-Mar-2026,TAXI,EXPRESS TRANSINDO UTAMA TBK,ROBERT,4.4
31-Mar-2026,TAXI,EXPRESS TRANSINDO UTAMA TBK,LAUW SUSANTO,3.93
31-Mar-2026,TAXI,EXPRESS TRANSINDO UTAMA TBK,PT JAKARTA SINAR INTERTRADE,2.37
31-Mar-2026,TAXI,EXPRESS TRANSINDO UTAMA TBK,AGUS PRAYITNO WIRAWAN,1.77
31-Mar-2026,TAXI,EXPRESS TRANSINDO UTAMA TBK,PT. HP CAPITAL RESOURCES,1.42
31-Mar-2026,TAXI,EXPRESS TRANSINDO UTAMA TBK,ADI INDARTO HARTONO,1.23
31-Mar-2026,TAXI,EXPRESS TRANSINDO UTAMA TBK,ROBY PURNOMO,1.11
31-Mar-2026,TAXI,EXPRESS TRANSINDO UTAMA TBK,VERAWATY LING,1.05
31-Mar-2026,TAXI,EXPRESS TRANSINDO UTAMA TBK,VALBURY ASIA FUTURES PT,1.03
31-Mar-2026,TAYS,JAYA SWARASA AGUNG TBK,ANWAR TAY,33.65
31-Mar-2026,TAYS,JAYA SWARASA AGUNG TBK,MIXIO HOLDINGS INCORPORATED,14.99
31-Mar-2026,TAYS,JAYA SWARASA AGUNG TBK,ALEXANDER ANWAR,7.26
31-Mar-2026,TAYS,JAYA SWARASA AGUNG TBK,SUSANTO,5.43
31-Mar-2026,TAYS,JAYA SWARASA AGUNG TBK,ANDREW SANUSI,4.75
31-Mar-2026,TAYS,JAYA SWARASA AGUNG TBK,THOMAS TAMPI,4.55
31-Mar-2026,TAYS,JAYA SWARASA AGUNG TBK,WIRA GLOBAL SOLUSI,3.87
31-Mar-2026,TAYS,JAYA SWARASA AGUNG TBK,HARNO HASJIM,1.81
31-Mar-2026,TBIG,TOWER BERSAMA INFRASTRUCTURE TBK,BERSAMA DIGITAL INFRASTRUCTURE ASIA PTE. LTD.,81.29
31-Mar-2026,TBIG,TOWER BERSAMA INFRASTRUCTURE TBK,WAHANA ANUGERAH SEJAHTERA,9.37
31-Mar-2026,TBIG,TOWER BERSAMA INFRASTRUCTURE TBK,BANGKOK BANK PUBLIC COMPANY LIMITED,2.13
31-Mar-2026,TBLA,TUNAS BARU LAMPUNG TBK,PT BUDI DELTA SWAKARYA,32.77
31-Mar-2026,TBLA,TUNAS BARU LAMPUNG TBK,PT SUNGAI BUDI,26.56
31-Mar-2026,TBLA,TUNAS BARU LAMPUNG TBK,BONHAM NOMINEES PTE LTD,4.87
31-Mar-2026,TBLA,TUNAS BARU LAMPUNG TBK,ATRIUM ASIA INVESTMENT MANAGEMENT PTE LTD.,4.56
31-Mar-2026,TBLA,TUNAS BARU LAMPUNG TBK,UOB KAY HIAN PRIVATE LIMITED,4.24
31-Mar-2026,TBLA,TUNAS BARU LAMPUNG TBK,PHILLIP SECURITIES PTE LTD,4.23
31-Mar-2026,TBLA,TUNAS BARU LAMPUNG TBK,CGS INTERNATIONAL SECURITIES SINGAPORE PTE LTD,3.73
31-Mar-2026,TBLA,TUNAS BARU LAMPUNG TBK,MAYBANK SECURITIES PTE. LTD.,3.66
31-Mar-2026,TBLA,TUNAS BARU LAMPUNG TBK,PANIN SEKURITAS TBK PT,2.08
31-Mar-2026,TBLA,TUNAS BARU LAMPUNG TBK,DBS VICKERS SECS SINGAPORE (PTE) LTD A/C CLIENTS,1.44
31-Mar-2026,TBLA,TUNAS BARU LAMPUNG TBK,ARWIN,1.29
31-Mar-2026,TBMS,TEMBAGA MULIA SEMANAN TBK,THE FURUKAWA ELECTRIC CO.LTD.,42.42
31-Mar-2026,TBMS,TEMBAGA MULIA SEMANAN TBK,TOYOTA TSUSHO CORPORATION,10
31-Mar-2026,TBMS,TEMBAGA MULIA SEMANAN TBK,JEMBO CABLE COMPANY TBK PT,1.63
31-Mar-2026,TBMS,TEMBAGA MULIA SEMANAN TBK,NATALIA SUSENO,1.61
31-Mar-2026,TBMS,TEMBAGA MULIA SEMANAN TBK,LILY LESTARI SUSENO,1.06
31-Mar-2026,TCID,MANDOM INDONESIA TBK,MANDOM CORPORATION,65.23
31-Mar-2026,TCID,MANDOM INDONESIA TBK,WILSON SURYADI SUTAN,4.59
31-Mar-2026,TCID,MANDOM INDONESIA TBK,SIE DAVID GUNAWAN,1.84
31-Mar-2026,TCID,MANDOM INDONESIA TBK,SUDIMAN LEE,1.32
31-Mar-2026,TCID,MANDOM INDONESIA TBK,TORA SUTANTO,1.13
31-Mar-2026,TCID,MANDOM INDONESIA TBK,SUKIMAN LEE,1.01
31-Mar-2026,TCPI,TRANSCOAL PACIFIC TBK,KARYA PERMATA INSANI PT,25
31-Mar-2026,TCPI,TRANSCOAL PACIFIC TBK,OCBC SECURITIES PRIVATE LIMITED,2.24
31-Mar-2026,TCPI,TRANSCOAL PACIFIC TBK,SUSANTI,2.03
31-Mar-2026,TCPI,TRANSCOAL PACIFIC TBK,UOB KAY HIAN PRIVATE LIMITED,1.82
31-Mar-2026,TCPI,TRANSCOAL PACIFIC TBK,UBS SWITZERLAND AG,1.76
31-Mar-2026,TCPI,TRANSCOAL PACIFIC TBK,ADI PUTRO,1.7
31-Mar-2026,TCPI,TRANSCOAL PACIFIC TBK,CGS INTERNATIONAL SEKURITAS INDONESIA,1.57
31-Mar-2026,TCPI,TRANSCOAL PACIFIC TBK,PT OCBC SEKURITAS INDONESIA,1.13
31-Mar-2026,TDPM,TRIDOMAIN PERFORMANCE MATERIALS TBK,DH CORPORATION LTD,72.51
31-Mar-2026,TDPM,TRIDOMAIN PERFORMANCE MATERIALS TBK,MAYBANK SECURITIES PTE. LTD.,2.52
31-Mar-2026,TDPM,TRIDOMAIN PERFORMANCE MATERIALS TBK,PT BERLIAN INTI ATLANTIK,1.59
31-Mar-2026,TDPM,TRIDOMAIN PERFORMANCE MATERIALS TBK,PT SINAR MAS MULTIARTHA TBK,1.14
31-Mar-2026,TEBE,DANA BRATA LUHUR TBK,PT. DUA SAMUDERA PERKASA,76.91
31-Mar-2026,TEBE,DANA BRATA LUHUR TBK,PANG GERALD,2.53
31-Mar-2026,TEBE,DANA BRATA LUHUR TBK,YONG POH CHOO,2.49
31-Mar-2026,TECH,INDOSTERLING TECHNOMEDIA TBK,PT. INDOSTERLING SARANA INVESTA,33.41
31-Mar-2026,TECH,INDOSTERLING TECHNOMEDIA TBK,CARRINGTON MFO VCC - CHARISMATIC DEBT EQUITY FUND,22.84
31-Mar-2026,TECH,INDOSTERLING TECHNOMEDIA TBK,OCBC SECURITIES PRIVATE LIMITED,7.96
31-Mar-2026,TECH,INDOSTERLING TECHNOMEDIA TBK,PT CITRA CEMERLANG JAYARAYA,5.9
31-Mar-2026,TECH,INDOSTERLING TECHNOMEDIA TBK,JEREMY LAU KENG KIT,4.39
31-Mar-2026,TECH,INDOSTERLING TECHNOMEDIA TBK,PT SUMBER ARTHAGUNA BERSAMA,4.16
31-Mar-2026,TECH,INDOSTERLING TECHNOMEDIA TBK,PT. BAHTERA AGUNG SARANA,3.15
31-Mar-2026,TECH,INDOSTERLING TECHNOMEDIA TBK,BEKTI SUTIKNA,1.09
31-Mar-2026,TELE,OMNI INOVASI INDONESIA TBK,UPAYA CIPTA SEJAHTERA PT.,37.32
31-Mar-2026,TELE,OMNI INOVASI INDONESIA TBK,PTPINS INDONESIA,24
31-Mar-2026,TELE,OMNI INOVASI INDONESIA TBK,HAIYANTO,8.31
31-Mar-2026,TELE,OMNI INOVASI INDONESIA TBK,PT SWADAYA NUSA BHAKTI,4.07
31-Mar-2026,TELE,OMNI INOVASI INDONESIA TBK,DELTACOMSEL INDONESIA DISTRINDO,3.82
31-Mar-2026,TELE,OMNI INOVASI INDONESIA TBK,PT SWADAYA NUSA ARTHA,2.52
31-Mar-2026,TFAS,TELEFAST INDONESIA TBK,PT. KRESNA ASSET MANAGEMENT S/A PT. M CASH INTEGRASI TBK,41.95
31-Mar-2026,TFAS,TELEFAST INDONESIA TBK,PT DISTRIBUSI VOUCHER NUSANTARA TBK,16.26
31-Mar-2026,TFAS,TELEFAST INDONESIA TBK,PT. TELEFAST INVESTAMA INDONESIA,12.8
31-Mar-2026,TFAS,TELEFAST INDONESIA TBK,BANK OF SINGAPORE LIMITED,7.47
31-Mar-2026,TFAS,TELEFAST INDONESIA TBK,PT. DIGITAL MEDIATAMA MAXIMA TBK,3.75
31-Mar-2026,TFAS,TELEFAST INDONESIA TBK,PT NFC INDONESIA TBK,2.44
31-Mar-2026,TFAS,TELEFAST INDONESIA TBK,PT. DIGITAL CONSUMER ENGAGEMENT,2.3
31-Mar-2026,TFCO,TIFICO FIBER INDONESIA TBK,PT. HERMAWAN SENTRAL INVESTAMA,17.38
31-Mar-2026,TFCO,TIFICO FIBER INDONESIA TBK,WIRATAMA KARYA SEJATI PT,16.79
31-Mar-2026,TFCO,TIFICO FIBER INDONESIA TBK,ANTON WIRATAMA,6.37
31-Mar-2026,TFCO,TIFICO FIBER INDONESIA TBK,AFANDI HERMAWAN,5.27
31-Mar-2026,TFCO,TIFICO FIBER INDONESIA TBK,TATANG HERMAWAN,4.96
31-Mar-2026,TFCO,TIFICO FIBER INDONESIA TBK,SANDRIANI YOHAN,4.74
31-Mar-2026,TFCO,TIFICO FIBER INDONESIA TBK,JERRY WIRATAMA,1.63
31-Mar-2026,TFCO,TIFICO FIBER INDONESIA TBK,SILVIA WIRATAMA,1.63
31-Mar-2026,TGKA,TIGARAKSA SATRIA TBK,PENTA WIDJAJA INVESTINDO,36.21
31-Mar-2026,TGKA,TIGARAKSA SATRIA TBK,PT. SARANA LEDAUN,29.34
